GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2003,2003,,AMR,Americas,,,2003,2003,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,4 346 [3 992-4 721],4346.00000,3992.00000,4721.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2004,2004,,AMR,Americas,,,2004,2004,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,4 262 [3 907-4 641],4262.00000,3907.00000,4641.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2005,2005,,AMR,Americas,,,2005,2005,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,4 184 [3 833-4 569],4184.00000,3833.00000,4569.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2006,2006,,AMR,Americas,,,2006,2006,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,4 097 [3 744-4 486],4097.00000,3744.00000,4486.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2020,2020,,AMR,Americas,,,2020,2020,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,3 899 [2 957-5 109],3899.00000,2957.00000,5109.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2021,2021,,AMR,Americas,,,2021,2021,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,3 772 [2 774-5 076],3772.00000,2774.00000,5076.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1955,1955,,AMR,Americas,,,1955,1955,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,21 246 [18 974-23 703],21246.00000,18974.00000,23703.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1956,1956,,AMR,Americas,,,1956,1956,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,22 040 [19 934-24 358],22040.00000,19934.00000,24358.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1969,1969,,AMR,Americas,,,1969,1969,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,23 288 [21 867-24 754],23288.00000,21867.00000,24754.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1970,1970,,AMR,Americas,,,1970,1970,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,22 855 [21 471-24 326],22855.00000,21471.00000,24326.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1971,1971,,AMR,Americas,,,1971,1971,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,22 376 [21 023-23 806],22376.00000,21023.00000,23806.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1972,1972,,AMR,Americas,,,1972,1972,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,21 823 [20 521-23 219],21823.00000,20521.00000,23219.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1973,1973,,AMR,Americas,,,1973,1973,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,21 240 [20 000-22 617],21240.00000,20000.00000,22617.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1986,1986,,AMR,Americas,,,1986,1986,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,14 193 [13 308-15 125],14193.00000,13308.00000,15125.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1987,1987,,AMR,Americas,,,1987,1987,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,13 816 [12 958-14 733],13816.00000,12958.00000,14733.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1988,1988,,AMR,Americas,,,1988,1988,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,13 489 [12 654-14 391],13489.00000,12654.00000,14391.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1989,1989,,AMR,Americas,,,1989,1989,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,13 215 [12 395-14 109],13215.00000,12395.00000,14109.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2003,2003,,AMR,Americas,,,2003,2003,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,7 843 [7 235-8 484],7843.00000,7235.00000,8484.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2004,2004,,AMR,Americas,,,2004,2004,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,7 692 [7 084-8 329],7692.00000,7084.00000,8329.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2005,2005,,AMR,Americas,,,2005,2005,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,7 548 [6 941-8 205],7548.00000,6941.00000,8205.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2006,2006,,AMR,Americas,,,2006,2006,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,7 388 [6 786-8 060],7388.00000,6786.00000,8060.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2019,2019,,AMR,Americas,,,2019,2019,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,7 250 [5 646-9 216],7250.00000,5646.00000,9216.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2020,2020,,AMR,Americas,,,2020,2020,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,7 030 [5 337-9 177],7030.00000,5337.00000,9177.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2021,2021,,AMR,Americas,,,2021,2021,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,6 799 [5 028-9 132],6799.00000,5028.00000,9132.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1954,1954,,AMR,Americas,,,1954,1954,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,6 799 [6 014-7 653],6799.00000,6014.00000,7653.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1955,1955,,AMR,Americas,,,1955,1955,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,7 079 [6 323-7 887],7079.00000,6323.00000,7887.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1956,1956,,AMR,Americas,,,1956,1956,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,7 338 [6 618-8 116],7338.00000,6618.00000,8116.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1957,1957,,AMR,Americas,,,1957,1957,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,7 578 [6 886-8 310],7578.00000,6886.00000,8310.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1971,1971,,AMR,Americas,,,1971,1971,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,7 391 [6 920-7 880],7391.00000,6920.00000,7880.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1972,1972,,AMR,Americas,,,1972,1972,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,7 224 [6 775-7 697],7224.00000,6775.00000,7697.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1973,1973,,AMR,Americas,,,1973,1973,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,7 018 [6 589-7 480],7018.00000,6589.00000,7480.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1974,1974,,AMR,Americas,,,1974,1974,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,6 785 [6 372-7 228],6785.00000,6372.00000,7228.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1987,1987,,AMR,Americas,,,1987,1987,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,4 718 [4 423-5 017],4718.00000,4423.00000,5017.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1988,1988,,AMR,Americas,,,1988,1988,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,4 642 [4 351-4 945],4642.00000,4351.00000,4945.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1989,1989,,AMR,Americas,,,1989,1989,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,4 591 [4 303-4 895],4591.00000,4303.00000,4895.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1990,1990,,AMR,Americas,,,1990,1990,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,4 495 [4 214-4 800],4495.00000,4214.00000,4800.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2004,2004,,AMR,Americas,,,2004,2004,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,2 794 [2 569-3 034],2794.00000,2569.00000,3034.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2005,2005,,AMR,Americas,,,2005,2005,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,2 742 [2 517-2 986],2742.00000,2517.00000,2986.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2006,2006,,AMR,Americas,,,2006,2006,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,2 684 [2 459-2 927],2684.00000,2459.00000,2927.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2007,2007,,AMR,Americas,,,2007,2007,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,2 647 [2 420-2 894],2647.00000,2420.00000,2894.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2021,2021,,AMR,Americas,,,2021,2021,,,DOM,Dominican Republic,,,,,FMLE,Female,,,,,,,,2 488 [1 879-3 243],2488.00000,1879.00000,3243.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1951,1951,,AMR,Americas,,,1951,1951,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,6 739 [5 673-7 901],6739.00000,5673.00000,7901.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1952,1952,,AMR,Americas,,,1952,1952,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,7 038 [6 055-8 111],7038.00000,6055.00000,8111.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1953,1953,,AMR,Americas,,,1953,1953,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,7 349 [6 426-8 358],7349.00000,6426.00000,8358.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1966,1966,,AMR,Americas,,,1966,1966,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,9 056 [8 486-9 669],9056.00000,8486.00000,9669.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1967,1967,,AMR,Americas,,,1967,1967,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,8 972 [8 412-9 567],8972.00000,8412.00000,9567.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1968,1968,,AMR,Americas,,,1968,1968,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,8 812 [8 265-9 397],8812.00000,8265.00000,9397.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1969,1969,,AMR,Americas,,,1969,1969,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,8 662 [8 127-9 219],8662.00000,8127.00000,9219.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1970,1970,,AMR,Americas,,,1970,1970,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,8 541 [8 018-9 084],8541.00000,8018.00000,9084.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1983,1983,,AMR,Americas,,,1983,1983,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,6 404 [6 027-6 787],6404.00000,6027.00000,6787.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1984,1984,,AMR,Americas,,,1984,1984,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,6 289 [5 927-6 664],6289.00000,5927.00000,6664.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1985,1985,,AMR,Americas,,,1985,1985,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,6 115 [5 761-6 487],6115.00000,5761.00000,6487.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1986,1986,,AMR,Americas,,,1986,1986,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,5 961 [5 609-6 319],5961.00000,5609.00000,6319.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2000,2000,,AMR,Americas,,,2000,2000,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,3 793 [3 521-4 076],3793.00000,3521.00000,4076.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2001,2001,,AMR,Americas,,,2001,2001,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,3 711 [3 444-3 992],3711.00000,3444.00000,3992.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2002,2002,,AMR,Americas,,,2002,2002,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,3 623 [3 356-3 895],3623.00000,3356.00000,3895.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2003,2003,,AMR,Americas,,,2003,2003,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,3 545 [3 279-3 824],3545.00000,3279.00000,3824.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2016,2016,,AMR,Americas,,,2016,2016,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,3 407 [2 867-3 989],3407.00000,2867.00000,3989.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2017,2017,,AMR,Americas,,,2017,2017,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,3 392 [2 799-4 046],3392.00000,2799.00000,4046.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2018,2018,,AMR,Americas,,,2018,2018,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,3 364 [2 723-4 093],3364.00000,2723.00000,4093.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2019,2019,,AMR,Americas,,,2019,2019,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,3 305 [2 623-4 108],3305.00000,2623.00000,4108.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2020,2020,,AMR,Americas,,,2020,2020,,,DOM,Dominican Republic,,,,,MLE,Male,,,,,,,,3 203 [2 481-4 079],3203.00000,2481.00000,4079.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1962,1962,,AMR,Americas,,,1962,1962,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,17 398 [16 318-18 565],17398.00000,16318.00000,18565.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1963,1963,,AMR,Americas,,,1963,1963,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,17 424 [16 369-18 543],17424.00000,16369.00000,18543.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1964,1964,,AMR,Americas,,,1964,1964,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,17 367 [16 341-18 440],17367.00000,16341.00000,18440.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1965,1965,,AMR,Americas,,,1965,1965,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,17 256 [16 267-18 293],17256.00000,16267.00000,18293.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1979,1979,,AMR,Americas,,,1979,1979,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,12 716 [12 046-13 400],12716.00000,12046.00000,13400.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1980,1980,,AMR,Americas,,,1980,1980,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,12 397 [11 737-13 078],12397.00000,11737.00000,13078.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1981,1981,,AMR,Americas,,,1981,1981,,,DOM,Dominican Republic,,,,,BTSX,Both sexes,,,,,,,,12 068 [11 426-12 730],12068.00000,11426.00000,12730.00000,,,
